,ticker,thong tin
230,BSA,"Công ty Cổ phần Thủy điện Buôn Đôn (BSA) được thành lập vào năm 2009. Công ty hoạt động chính trong lĩnh vực sản xuất, truyền tải và phân phối điện. BSA trở thành công ty đại chúng từ năm 2015. Công ty đầu tư xây dựng và quản lý vận hành nhà máy thủy điện Srêpôk 4A với công suất 64MW. BSA được giao dịch trên thị trường UPCOM từ tháng 08/2018. "
898,BSC," Công ty Cổ phần Dịch vụ Bến Thành tiền thân là Công ty Thương mại Dịch vụ Bến Thành được thành lập năm 2003. Công ty chính thức hoạt động theo mô hình công ty cổ phần từ năm 2007. Công ty hoạt động chủ yếu trong lĩnh vực kinh doanh hàng gia dụng, cung cấp dịch vụ kho vận, nhà hàng, khách sạn tại khu vực thành phố Hồ Chí Minh và các tỉnh lân cận. Hiện nay công ty đang khai thác và quản lý kho hàng với diện tích 5.246 m2 có vị trí cận kề các cảng container quốc tế Việt Nam, Tân Thuận, Bến Nghé và Khánh Hội thuận tiện để phát triển dịch vụ kho bãi và vận chuyển hàng hóa.  "
693,BSD,"Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân (BSD) có tiền thân là Xí nghiệp Rượu Đồng Xuân, được thành lập vào tháng 09/1965. Công ty hoạt động chính trong lĩnh vực sản xuất kinh doanh bia, rượu. BSD chính thức hoạt động theo mô hình công ty cổ phần vào năm 2007. Công ty hiện đang quản lý vận hành Nhà máy cồn, rượu Sài Gòn- Đồng Xuân tại tỉnh Phú Thọ với công suất 3 triệu lít cồn/năm, 3 triệu chai rượu/năm, và Nhà máy Bia Sài Gòn - Mê Linh tại tỉnh Vĩnh Phúc với công suất 40 triệu lít bia/năm. Sản phẩm chính của Công ty gồm rượu vodka, bakich, shochu, whisky, bia Henninger, Sài Gòn – Mê Linh. "
874,BSG," Công ty Cổ phần Xe khách Sài Gòn (SATRANCO) có tiền thân là Công ty Xe Du lịch, được thành lập vào ngày 09/04/1976. SATRANCO là một trong những doanh nghiệp vận tải hoạt động lâu đời nhất trên địa bàn Thành phố Hồ Chí Minh. Công ty chuyển sang hoạt động theo hình thức công ty cổ phần với số vốn điều lệ 600 tỷ đồng vào năm 2016. Với hơn 500 xe và 32 tuyến buýt phục vụ vận tải công cộng trong địa bàn Thành phố Hồ Chí Minh và các vùng lân cận như Bình Dương, Tây Ninh, SATRANCO đã khẳng định được vị thế của mình là đơn vị chủ lực trong lĩnh vực vận tải công cộng tại Hồ Chí Minh với hơn 130.000 hành khách với 3.500 chuyến mỗi ngày.Bên cạnh đó, Công ty còn mở rộng hoạt động sang các lĩnh vực khác như du lịch, liên vận quốc tế, đào tạo và sát hạch lái xe, dịch vụ sửa chữa và đóng mới các loại xe.   "
709,BSH,"Công ty Cổ phần Bia Sài Gòn - Hà Nội (BSH) là công ty con của Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Sài Gòn, Công ty được thành lập năm 2007. Ngành nghề kinh doanh chính là sản xuất các sản phẩm bia lon, bia chai và bia hơi. Công ty đang quản lý vận hành Nhà máy bia với công suất 95 triệu lít bia/năm tại cụm công nghiệp Từ Liêm, quận Nam Từ Liêm, Hà Nội. Hoạt động sản xuất kinh doanh của công ty chủ yếu diễn ra tại Thành phố Hà Nội. BSH được giao dịch trên thị trường UPCoM từ tháng 07/2018. "
61,BSI,"Công ty Cổ phần Chứng khoán BIDV (BSI) có tiền thân là Công ty TNHH Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam, được thành lập vào năm 1999. BSI được Ủy ban Chứng khoán Nhà nước cấp giấy phép hoạt động ở đầy đủ mọi lĩnh vực trong kinh doanh chứng khoán: môi giới chứng khoán, tự doanh, bảo lãnh phát hành, lưu ký chứng khoán, tư vấn tài chính và đầu tư chứng khoán. Trong năm 2022, Công ty đạt TOP 9 thị phần môi giới cổ phiếu trên sàn HNX với 2,78%, TOP 8 thị phần môi giới cổ phiếu trên thị trường UPCoM với 3,04%, TOP 10 thị phần môi giới chứng khoán phái sinh với 1,65%. Doanh thu nghiệp vụ môi giới chứng khoán có giá trị bằng 348,76 tỷ đồng. Nợ vay ký quỹ/Vốn chủ sở hữu ở mức 61,72%. Lợi nhuận trước thuế có giá trị bằng 148,94 tỷ đồng. Tỷ lệ sinh lời trên vốn chủ sở hữu (ROE) đạt mức 3,69%. BSI được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) vào năm 2011. "
713,BSL,Công ty Cổ phần Bia Sài Gòn - Sông Lam (BSL) được thành lập vào năm 2006. Công ty chuyên sản xuất các sản phẩm mang thương hiệu Bia Sài Gòn theo hợp đồng hợp tác sản xuất với Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Sài Gòn (SABECO). BSL trở thành công ty đại chúng từ năm 2014. Công ty đang quản lý vận hành Nhà máy Bia Sài Gòn - Sông Lam với công suất thiết kế đạt 100 triệu lít bia/năm. BSL được giao dịch trên thị trường UPCOM vào tháng 06/2017. 
689,BSP,Công ty Cổ phần Bia Sài Gòn Phú Thọ (BSP) được thành lập năm 2003. Hoạt động sản xuất chính của công ty là sản xuất và kinh doanh các sản phẩm mang thương hiệu Bia Sài Gòn. BSP trở thành công ty đại chúng từ năm 2016. Công ty hiện đang quản lý vận hành Nhà máy Bia Sài Gòn-Phú Thọ với công suất 50 triệu lít/năm. BSP được giao dịch trên thị trường UPCOM từ tháng 08/2016. 
710,BSQ,"Công ty Cổ phần Bia Sài Gòn – Quảng Ngãi (BSQ) là một thành viên của Tổng Công ty cổ phần Bia – Rượu – Nước giải khát Sài Gòn, được thành lập vào năm 2005. Là một dự án chiến lược phát triển ngành Bia của Tổng Công ty, Công ty Cổ phần Bia Sài Gòn – Quảng Ngãi được đầu tư một nhà máy với năng suất sản xuất 130 triệu lít/năm cùng với dây chuyền đóng chai, lon hiện đại có công suất 60.000 chai/ giờ và 35.000 lon/giờ. Nằm ở một trong năm vùng trọng điểm sản xuất và tiêu thụ bia Sài Gòn, Công ty có vị trí chiến lược tại miền Trung, và các sản phẩm chính như Bia Saigon Special, Saigon Export, Saigon Lager… được chủ yếu phân phối cho các tỉnh thành này. BSQ chính thức được giao dịch trên thị trường Upcom từ năm 2017. "
932,BSR,"Công ty Cổ phần Lọc – Hóa dầu Bình Sơn (BSR) được thành lập năm 2008. BSR chính thức hoạt động theo mô hình công ty cổ phần từ năm 2018. Công ty là đơn vị quản lý vận hành Nhà máy lọc dầu Dung Quất là công trình trọng điểm quốc gia có tổng vốn đầu tư trên 3 tỷ USD, công suất chế biến 6,5 triệu tấn dầu thô/năm, tương đương 148.000 thùng/ngày, công ty hiện chiếm khoảng 30% nhu cầu năng lượng của Việt Nam. BSR được giao dịch trên thị trường UPCOM từ tháng 03/2018. "
808,BST," Công ty Cổ phần Sách- Thiết bị Bình Thuận (BST) là nhà phân phối chủ lực về sách giáo khoa và thiết bị trường học tại tỉnh Bình Thuận. Hệ thống phân phối được củng cố, mở rộng và mang tính ổn định. Ngoài 2 nhà sách bán lẻ ở 2 địa điểm: số 11-13 đường Nguyễn Du và số 328 đường Trần Hưng Đạo Tp. Phan Thiết, công ty còn có 50 đại lý phân phối cấp 1 và 30 đại lý cấp 2 tại thành phố và các huyện. Bên cạnh đó công ty còn trực tiếp cung cấp sách và các thiết bị cho hơn 500 trường học trên địa bàn tỉnh Bình Thuận. BST chính thức được niêm yết tại Sở Giao dịch Chứng khoán Hà Nội (HNX) từ ngày 28/11/2008..  "
536,BT1,"Công ty cổ phần bảo vệ thực vật 1 Trung Ương (BT1) với tiền thân là Công ty vật tư bảo vệ thực vật 1, được thành lập vào ngày 26/11/1985 và chuyển đổi thành công ty cổ phần vào năm 2005 với vốn điều lệ ban đầu là 35 tỷ đồng. Trải qua hơn 30 năm phát triền, Công ty hiện có 3 xưởng sản xuất đặt tại các thành phố lớn, cùng với 9 chi nhánh và 8 Tổ Bán hàng Khu vực trên cả nước. Hoạt động chính trong ngành thuốc bảo vệ thực vật với các sản phẩm chính như thuốc trừ sâu, phân bón…, việc đẩy mạnh các hoạt động marketing và hệ thống phân phối sản phẩm đóng vai trò quan trọng trong việc tạo nên lợi thế cạnh tranh cho Công ty. Chính vì thế, trong các chiến lược sản xuất dài hạn của mình, Công ty cũng tập trung củng cố và mở rộng các kênh phân phối bán hàng đồng thời hướng tới phát triển ổn định nguồn cung ứng các nguyên liệu phục vụ cho hoạt động sản xuất. "
1039,BT6," Công ty Cổ phần Beton 6 (BT6) có tiền thân là Công trường đúc đá tiền áp Châu Thới, được thành lập vào năm 1958. Công ty chuyên sản xuất và lắp đặt cấu kiện bê tông đúc sẵn, sản xuất vật liệu xây dựng, gia công, sửa chữa các dụng cụ cơ khí máy móc. Trong lĩnh vưc sản xuất bê tông, BT6 có ưu thế nổi trội về mảng bê tông cốt thép siêu trọng như dầm Super T. Trong lĩnh vực thi công xây lắp các dự án lớn tại vùng Đông Nam Bộ và Khu vực Đồng bằng Sông Cửu Long đều có sự tham gia của Công ty như công trình hầm đường bộ xuyên đèo Hải Vân, cầu Phú Mỹ, cầu Cần Thơ, Cầu Rạch Miễu, đường cao tốc Sài Gòn – Trung Lương. BT6 sở hữu nhà máy chính rộng 27 ha với công suất lên đến 15.000m3 cấu kiện bê tông/tháng tại Dĩ An, tỉnh Bình Dương và Nhà máy Bê tông 6 - Long Hậu có quy mô 7 ha với công suất 7.000m3 cấu kiện bê tông/ tháng.   "
719,BTB,"Công ty Cổ phần Bia Hà Nội - Thái Bình (BTB) có tiền thân là Công ty Bia Thái Bình, được thành lập vào ngày 29/08/2002 được thành lập trên cơ sở hợp nhất giữa Công ty Bia-Rượu-Ong Thái Bình và Nhà máy Bia Thái Bình. Hoạt động chủ yếu của Công ty là sản xuất kinh doanh bia chai 450ml Hà Nội và bia hơi Thái Bình. BTB chính thức hoạt động theo mô hình công ty cổ phần từ năm 2005. Công ty đang quản lý và vận hành Nhà máy Bia Hà Nội-Thái Bình với công suất 50 triệu lít/năm. Các sản phẩm bia của Công ty được sản xuất theo quy trình kiểm soát chất lượng tiêu chuẩn quốc tế ISO 9001. "
1042,BTD," Công ty Cổ phần Bê tông ly tâm Thủ Đức (BTD) có tiền thân là Xưởng Bê tông Ly tâm Thủ Đức, được thành lập vào năm 1989. Công ty hoạt động chủ yếu trong lĩnh vực sản xuất và kinh doanh vật liệu xây dựng. BTDchính thức hoạt động theo mô hình công ty cổ phần từ năm 2004. Sản phẩm chính của Công ty là các mặt hàng bê tông công nghiệp như trụ điện, cọc ống, cọc vuông, cung cấp cho thị trường miền Đông, Tây, Nam Bộ và xuất khẩu sang Campuchia. BTD được giao dịch trên thị trường UPCOM từ tháng 03/2017.  "
1541,BTG," Công ty Cổ phần Bao bì Tiền Giang (BTG) có tiền thân là Doanh nghiệp nhà nước trực thuộc Công ty Lương thực Tiền Giang - Tổng Công ty Lương thực Miền Nam. Sản phẩm chủ lực của công ty là sản xuất bao PP, bao PE đóng gói gạo xuất khẩu nội địa, phân bón các loại, thức ăn gia súc, hàng thủy sản, thực phẩm chế biến, hàng may mặc, hàng thủ công mỹ nghệ. Năng lực sản xuất của Công ty đạt trên 21 triệu bao PP và 200 tấn bao PE/năm. Sản phẩm bao bì của công ty chủ yếu được cung ứng cho Tổng Công ty Lương thực Miền Nam và Hiệp hội Lương thực Việt Nam để đóng gói xuất khẩu. Ngày 24/03/2010, BTG chính thức giao dịch trên thị trường UPCOM.  "
1348,BTH," Công ty Cổ phần Chế tạo Biến thế và Vật liệu điện Hà Nội (BTH) thành lập năm 2005 trên cơ sở hợp nhất Công ty Cổ phần Thiết bị điện Hà nội (thành lập năm 2003) và Công ty cổ phần Chế tạo biến thế Hà nội (thành lập năm 2005). Công ty hoạt động trong lĩnh vực Sản xuất, kinh doanh máy biến áp và các loại thiết bị điện, khí cụ điện, vật liệu điện, máy móc kỹ thuật điện; sủa chữa, bảo dưỡng các thiết bị điện. Sản phẩm của Công ty bao gồm: Máy biến áp điện lực, máy biến áp phân phối ngâm dầu từ 25 KVA đến 15.000 KVA cấp điện áp tới 35 KV, Máy biến áp khô phòng chống cháy nổ công suất tới 2.000 KVA, Máy biến áp 1 pha, Máy biến áp lò là loại máy biến áp luyện thép 6.500 KVA cho khu gang thép Thái Nguyên. Hiện nay Công ty có có thể chế tạo MBA lò có công suất lên tới 12.000 KVA. Sản phẩm của Công ty được tiêu thụ trên toàn quốc và xuất khẩu sang các nước lân cận như: Lào, Campuchia. Năm 2017, BTH được giao dịch tại Thị trường Upcom.  "
1040,BTN,"Công ty Cổ phần Đầu tư Bitco Bình Định (BTN) có tiền thân là Xí nghiệp Gạch ngói Phước An, được thành lập vào năm 1992. Công ty hoạt động trong lĩnh vực sản xuất gạch xây dựng. BTN chính thức hoạt động dưới mô hình công ty cổ phần từ năm 2001. BTN hiện đang quản lý vận hành Nhà máy sản xuất gạch nung Tuy Nen với công suất 50 triệu viên quy chuẩn/năm và nhà máy gạch không nung xi măng cốt liệu với công suất 10 triệu viên/năm. Bên cạnh đó, Công ty đang thực hiện dự án nhà máy gạch không nung bê tông hệ nhẹ AAC với công suất 100.000 m3/năm. BTN được giao dịch trên thị trường UPCOM từ tháng 01/2018. "
